Año;Mes;Glosa;Índice;Variación Mensual (%)
2023;10;IPC Sin volátiles;100,59;0
2023;10;No Transables;101,21;0,1
2023;10;Servicios;101,29;0,5
2023;10;Transables;100,66;0,7
2023;11;Alimentos;103,06;1
2023;11;Bienes;101,35;0,9
2023;11;Energía;103,27;0,6
2023;11;Frutas y verduras frescas;113,19;4,9
2023;11;IPC General menos alimentos y energía;100,89;0,7
2023;11;IPC Sin volátiles;101,11;0,5
2023;11;No Transables;101,72;0,5
2023;11;Servicios;101,9;0,6
2023;11;Transables;101,57;0,9
2023;12;Alimentos;102,24;-0,8
2023;12;Bienes;100,34;-1
2023;12;Energía;102,44;-0,8
2023;12;Frutas y verduras frescas;109,91;-2,9
2023;12;IPC General menos alimentos y energía;100,49;-0,4
2023;12;IPC Sin volátiles;100,89;-0,2
2023;12;No Transables;101,92;0,2
2023;12;Servicios;101,9;0
2023;12;Transables;100,45;-1,1
2024;1;Alimentos;103,26;1
2024;1;Bienes;101,24;0,9
2024;1;Energía;102,03;-0,4
2024;1;Frutas y verduras frescas;109,03;-0,8
2024;1;IPC General menos alimentos y energía;101,19;0,7
2024;1;IPC Sin volátiles;101,62;0,7
2024;1;IPC volátiles;101,87;0,6
2024;1;No transables;102,23;0,3
2024;1;Servicios;102,31;0,4
2024;1;Servicios menos Vivienda;102,21;0,5
2024;1;Transables;101,35;0,9
2024;1;Vivienda;102,62;0,5
2024;2;Alimentos;103,48;0,2
2024;2;Bienes;101,56;0,3
2024;2;Energía;103,15;1,1
2024;2;Frutas y verduras frescas;104,65;-4
2024;2;IPC General menos alimentos y energía;101,84;0,6
2024;2;IPC Sin volátiles;102,24;0,6
2024;2;IPC volátiles;102,44;0,6
2024;2;No transables;103,24;1
2024;2;Servicios;103,25;0,9
2024;2;Servicios menos Vivienda;103;0,8
2024;2;Transables;101,66;0,3
2024;2;Vivienda;104,21;1,6
2024;3;Alimentos;102,55;-0,9
2024;3;Bienes;101,71;0,1
2024;3;Energía;105,69;2,5
2024;3;Frutas y verduras frescas;104,18;-0,4
2024;3;IPC General menos alimentos y energía;102,38;0,5
2024;3;IPC Sin volátiles;102,88;0,6
2024;3;IPC volátiles;102,42;0
2024;3;No transables;103,96;0,7
2024;3;Servicios;103,92;0,7
2024;3;Servicios menos Vivienda;103,7;0,7
2024;3;Transables;101,8;0,1
2024;3;Vivienda;104,71;0,5
2024;4;Alimentos;103,27;0,7
2024;4;Bienes;102,38;0,7
2024;4;Energía;107,65;1,9
2024;4;Frutas y verduras frescas;102,89;-1,2
2024;4;IPC General menos alimentos y energía;102,69;0,3
2024;4;IPC Sin volátiles;103,43;0,5
2024;4;IPC volátiles;102,94;0,5
2024;4;No transables;104,28;0,3
2024;4;Servicios;104,31;0,4
2024;4;Servicios menos Vivienda;104,07;0,4
2024;4;Transables;102,5;0,7
2024;4;Vivienda;105,17;0,4
2024;5;Alimentos;103,35;0,1
2024;5;Bienes;102,83;0,4
2024;5;Energía;108,12;0,4
2024;5;Frutas y verduras frescas;101,96;-0,9
2024;5;IPC General menos alimentos y energía;103;0,3
2024;5;IPC Sin volátiles;103,85;0,4
2024;5;IPC volátiles;102,98;0
2024;5;No transables;104,37;0,1
2024;5;Servicios;104,36;0
2024;5;Servicios menos Vivienda;104,04;0
2024;5;Transables;102,9;0,4
2024;5;Vivienda;105,46;0,3
2024;6;Alimentos;104,69;1,3
2024;6;Bienes;102,26;-0,6
2024;6;Energía;108,17;0
2024;6;Frutas y verduras frescas;105,5;3,5
2024;6;IPC General menos alimentos y energía;102,43;-0,6
2024;6;IPC Sin volátiles;103,6;-0,2
2024;6;IPC volátiles;103,15;0,2
2024;6;No transables;104,61;0,2
2024;6;Servicios;104,86;0,5
2024;6;Servicios menos Vivienda;104,64;0,6
2024;6;Transables;102,58;-0,3
2024;6;Vivienda;105,31;-0,2
2024;7;Alimentos;104,75;0,1
2024;7;Bienes;102,77;0,5
2024;7;Energía;110,88;2,5
2024;7;Frutas y verduras frescas;106,79;1,2
2024;7;IPC General menos alimentos y energía;103,17;0,7
2024;7;IPC Sin volátiles;104,07;0,5
2024;7;IPC volátiles;104,38;1,2
2024;7;No transables;105,14;0,5
2024;7;Servicios;105,92;1
2024;7;Servicios menos Vivienda;105,87;1,2
2024;7;Transables;103,5;0,9
2024;7;Vivienda;105,92;0,6
